Weapon,Class,Slot,Attachment,Factory Default,Visual Model,Internal Weapon,Internal Attachment
SCW 10,SMG,Muzzle,Kvpmachtriluglinear Comp,,yes,apc10,kvpmachtriluglinearcomp
SCW 10,SMG,Muzzle,Lunar45 Suppressor,,yes,apc10,lunar45suppressor
SCW 10,SMG,Muzzle,Obsidian459mm Suppressor,,yes,apc10,obsidian459mmsuppressor
SCW 10,SMG,Muzzle,Wyssen,,yes,apc10,wyssen
SCW 10,SMG,Magazine,Extended Magazine I,,,apc10,extended1
SCW 10,SMG,Magazine,Extended Magazine II,,,apc10,extended2
SCW 10,SMG,Magazine,Fast Mag,,,apc10,fast
SCW 10,SMG,Magazine,20rnd Magazine,yes,yes,apc10,regular
SCW 10,SMG,Ammo,FMJ,yes,,apc10,fmj
SCW 10,SMG,Ammo,Frangible,,,apc10,frangible
SCW 10,SMG,Ammo,Hollow Point,,,apc10,hollowpoint
SCW 10,SMG,Ammo,Tungsten Core,,,apc10,tungsten
SCW 10,SMG,Bottom Rail,6H64 Vertical,,yes,apc10,6ch64vertical
SCW 10,SMG,Bottom Rail,Bcm Stubby,,yes,apc10,bcmstubby
SCW 10,SMG,Bottom Rail,Bottom Rail,,,apc10,bottom_rail
SCW 10,SMG,Bottom Rail,Evo Handstop,,yes,apc10,evohandstop
SCW 10,SMG,Bottom Rail,Fabfs,,,apc10,fabfs
SCW 10,SMG,Bottom Rail,Kac Vertical Grip,,yes,apc10,kac_verticalgrip
SCW 10,SMG,Bottom Rail,Lwrci Vfg,,yes,apc10,lwrci_vfg
SCW 10,SMG,Bottom Rail,Magpulafg Pdw,,yes,apc10,magpulafg_pdw
SCW 10,SMG,Bottom Rail,Magpulmvg,,yes,apc10,magpulmvg
SCW 10,SMG,Bottom Rail,Msbsa2 Grip,,yes,apc10,msbsa2grip
SCW 10,SMG,Bottom Rail,Tangodown Vertical,,yes,apc10,tangodownvertical
SCW 10,SMG,Bottom Rail,Tango Stubby,,yes,apc10,tangostubby
SCW 10,SMG,Bottom Rail,Zenitco RK1,,yes,apc10,zenitco_rk1
SCW 10,SMG,Top Rail,Anpeq16b,,yes,apc10,anpeq16b
SCW 10,SMG,Top Rail,Dbal-a3,,yes,apc10,dbal-a3
SCW 10,SMG,Top Rail,La-23,,yes,apc10,la-23
SCW 10,SMG,Top Rail,Mepro Sting,,yes,apc10,mepro_sting
SCW 10,SMG,Top Rail,Perst4,,yes,apc10,perst4
SCW 10,SMG,Top Rail,Raidxe,,yes,apc10,raidxe
SCW 10,SMG,Top Rail,Top Rail,,,apc10,toprail
SCW 10,SMG,Right Rail,Modulemk3,,yes,apc10,modulemk3
SCW 10,SMG,Right Rail,Right Rail,,,apc10,rightrail
SCW 10,SMG,Right Rail,Sf300,,,apc10,sf300
SCW 10,SMG,Right Rail,Tl Missionlight,,yes,apc10,tl_missionlight
SCW 10,SMG,Ergonomic,Ergonomic Grip,,,apc10,ergonomic
SCW 10,SMG,Ergonomic,Improved Mag Catch,,,apc10,improved_mag_catch
APDW,SMG,Scope,A-P2 1.75X,,yes,apdw,acrop2
APDW,SMG,Scope,PAS 35 3.00X,,yes,apdw,anpas35
APDW,SMG,Scope,Baker 3.00X,,yes,apdw,bravo3
APDW,SMG,Scope,BF 2M 2.50X,,,apdw,cod2m
APDW,SMG,Scope,CCO 2.00X,,yes,apdw,compm5b
APDW,SMG,Scope,Mini Flex 1.00X,,yes,apdw,eflxmini
APDW,SMG,Scope,Elcandr,,yes,apdw,elcandr
APDW,SMG,Scope,LDS 4.50X,,yes,apdw,elcanlds
APDW,SMG,Scope,Holosundrsth,,yes,apdw,holosundrsth
APDW,SMG,Scope,Iron Sights,,yes,apdw,iron_sights
APDW,SMG,Scope,Marchffpshorty,,yes,apdw,marchffpshorty
APDW,SMG,Scope,RO-M 1.75X,,yes,apdw,meprom22
APDW,SMG,Scope,Osa-7 1.00X,,yes,apdw,opk7
APDW,SMG,Scope,Pg350,,yes,apdw,pg350
APDW,SMG,Scope,R-MR 1.00X,,yes,apdw,rmr
APDW,SMG,Scope,R4T 2.00X,yes,yes,apdw,romeo4t
APDW,SMG,Scope,ROX 1.50X,,yes,apdw,romeox
APDW,SMG,Scope,Shieldcqs,,yes,apdw,shieldcqs
APDW,SMG,Scope,Spitfire,,yes,apdw,spitfire
APDW,SMG,Scope,Steinert536,,yes,apdw,steinert536
APDW,SMG,Scope,RO-M 1.75X,,yes,apdw,trijiconmro
APDW,SMG,Scope,Trijiconrco,,yes,apdw,trijiconrco
APDW,SMG,Scope,Trijiconreapir,,yes,apdw,trijiconreapir
APDW,SMG,Scope,SDO 3.50X,,yes,apdw,trijiconsdo
APDW,SMG,Scope,RO-S 1.25X,,yes,apdw,trijiconsro
APDW,SMG,Scope,3VZR 1.75X,,yes,apdw,vzor3
APDW,SMG,Scope,XPS3,,yes,apdw,xps3
APDW,SMG,Secondary Sight,Canted Iron Sights,,yes,apdw,cantedironsights
APDW,SMG,Secondary Sight,Cantedreflex,,yes,apdw,cantedreflex
APDW,SMG,Secondary Sight,G43 Magnifier,,yes,apdw,g43magnifier
APDW,SMG,Secondary Sight,Offsetreddot,,,apdw,offsetreddot
APDW,SMG,Barrel,Basic Barrel,yes,,apdw,basicbarrel
APDW,SMG,Barrel,Extended Barrel,,,apdw,extendedbarrel
APDW,SMG,Barrel,Heavy Barrel,,yes,apdw,heavybarrel
APDW,SMG,Barrel,Heavy Extended Barrel,,,apdw,heavyextendedbarrel
APDW,SMG,Barrel,Light Barrel,,,apdw,lightbarrel
APDW,SMG,Barrel,Treated Barrel,,,apdw,treatedbarrel
APDW,SMG,Muzzle,Comp Actstreamer,,yes,apdw,compactstreamer
APDW,SMG,Muzzle,Flash Hider Apdw,yes,,apdw,flashhiderapdw
APDW,SMG,Muzzle,Linear Comp,,yes,apdw,kvpmachlinearcomp
APDW,SMG,Muzzle,Lantacdragonmb,,yes,apdw,lantacdragonmb
APDW,SMG,Muzzle,Osprey2 Suppressor,,yes,apdw,osprey2suppressor
APDW,SMG,Muzzle,Qcherrybomb,,yes,apdw,qcherrybomb
APDW,SMG,Muzzle,Rsmicrotactical,,yes,apdw,rsmicrotactical
APDW,SMG,Muzzle,Saicobra Suppressor,,yes,apdw,saicobrasuppressor
APDW,SMG,Muzzle,Silentsteelmb,,yes,apdw,silentsteelmb
APDW,SMG,Muzzle,SRD9 Suppressor,,yes,apdw,srd9suppressor
APDW,SMG,Magazine,Extended Magazine I,,,apdw,extended1
APDW,SMG,Magazine,Standard Magazine,yes,,apdw,regular
APDW,SMG,Ammo,Synthetic Tip,,,apdw,ballistictip
APDW,SMG,Ammo,FMJ,yes,,apdw,fmj
APDW,SMG,Ammo,Frangible,,,apdw,frangible
APDW,SMG,Ammo,Hollow Point,,,apdw,hollowpoint
APDW,SMG,Ammo,Tungsten Core,,,apdw,tungsten
APDW,SMG,Bottom Rail,6H64 Vertical,,yes,apdw,6ch64_vertical
APDW,SMG,Bottom Rail,Bcm Stubby,,yes,apdw,bcm_stubby
APDW,SMG,Bottom Rail,Evo Handstop,,yes,apdw,evo_handstop
APDW,SMG,Bottom Rail,Fab Tfs,,yes,apdw,fab_tfs
APDW,SMG,Bottom Rail,Kac Vertical Grip,,yes,apdw,kac_vertical_grip
APDW,SMG,Bottom Rail,Lwrci Vfg,,yes,apdw,lwrci_vfg
APDW,SMG,Bottom Rail,Magpul Mvg,,yes,apdw,magpul_mvg
APDW,SMG,Bottom Rail,Msbs A2 Grip,,yes,apdw,msbs_a2_grip
APDW,SMG,Bottom Rail,Tango Stubby,,yes,apdw,tango_stubby
APDW,SMG,Bottom Rail,Tangodown Vertical,,yes,apdw,tangodown_vertical
APDW,SMG,Bottom Rail,Zenitco RK1,,yes,apdw,zenitco_rk1
APDW,SMG,Right Rail,Anpeq16b,,yes,apdw,anpeq16b
APDW,SMG,Right Rail,Dbal-a3,,yes,apdw,dbal-a3
APDW,SMG,Right Rail,La-23,,yes,apdw,la-23
APDW,SMG,Right Rail,Mepro Sting,,yes,apdw,mepro_sting
APDW,SMG,Right Rail,Modulemk3,,yes,apdw,modulemk3
APDW,SMG,Right Rail,Perst4,,yes,apdw,perst4
APDW,SMG,Right Rail,Raidxe,,yes,apdw,raidxe
APDW,SMG,Right Rail,Sf300,,,apdw,sf300
APDW,SMG,Right Rail,Sfx400,,,apdw,sfx400
APDW,SMG,Right Rail,Tl Missionlight,,yes,apdw,tl_missionlight
APDW,SMG,Right Rail,X5lg3,,yes,apdw,x5lg3
APDW,SMG,Ergonomic,Burst Fire,,,apdw,burstfireenable
APDW,SMG,Ergonomic,Improved Mag Catch,,,apdw,improved_mag_catch
PW5A3,SMG,Scope,A-P2 1.75X,,yes,mp5mli,acrop2
PW5A3,SMG,Scope,PAS 35 3.00X,,yes,mp5mli,anpas35
PW5A3,SMG,Scope,Baker 3.00X,,yes,mp5mli,bravo3
PW5A3,SMG,Scope,BF 2M 2.50X,,,mp5mli,cod2m
PW5A3,SMG,Scope,CCO 2.00X,,yes,mp5mli,compm5b
PW5A3,SMG,Scope,Mini Flex 1.00X,,yes,mp5mli,eflxmini
PW5A3,SMG,Scope,Elcandr,,yes,mp5mli,elcandr
PW5A3,SMG,Scope,LDS 4.50X,,yes,mp5mli,elcanlds
PW5A3,SMG,Scope,Holosundrsth,,yes,mp5mli,holosundrsth
PW5A3,SMG,Scope,Iron Sights,,yes,mp5mli,iron_sights
PW5A3,SMG,Scope,Marchffpshorty,,yes,mp5mli,marchffpshorty
PW5A3,SMG,Scope,RO-M 1.75X,,yes,mp5mli,meprom22
PW5A3,SMG,Scope,Osa-7 1.00X,,yes,mp5mli,opk7
PW5A3,SMG,Scope,Pg350,,yes,mp5mli,pg350
PW5A3,SMG,Scope,R-MR 1.00X,,yes,mp5mli,rmr
PW5A3,SMG,Scope,R4T 2.00X,,yes,mp5mli,romeo4t
PW5A3,SMG,Scope,ROX 1.50X,,yes,mp5mli,romeox
PW5A3,SMG,Scope,Shieldcqs,,yes,mp5mli,shieldcqs
PW5A3,SMG,Scope,Spitfire,,yes,mp5mli,spitfire
PW5A3,SMG,Scope,Steinert536,,yes,mp5mli,steinert536
PW5A3,SMG,Scope,RO-M 1.75X,,yes,mp5mli,trijiconmro
PW5A3,SMG,Scope,Trijiconrco,,yes,mp5mli,trijiconrco
PW5A3,SMG,Scope,Trijiconreapir,,yes,mp5mli,trijiconreapir
PW5A3,SMG,Scope,SDO 3.50X,,yes,mp5mli,trijiconsdo
PW5A3,SMG,Scope,RO-S 1.25X,,yes,mp5mli,trijiconsro
PW5A3,SMG,Scope,3VZR 1.75X,yes,yes,mp5mli,vzor3
PW5A3,SMG,Scope,XPS3,,yes,mp5mli,xps3
PW5A3,SMG,Secondary Sight,Canted Iron Sights,,yes,mp5mli,cantedironsights
PW5A3,SMG,Secondary Sight,Cantedreflex,,yes,mp5mli,cantedreflex
PW5A3,SMG,Secondary Sight,G43 Magnifier,,yes,mp5mli,g43magnifier
PW5A3,SMG,Secondary Sight,Offsetreddot,,,mp5mli,offsetreddot
PW5A3,SMG,Secondary Sight,Secondarysight,,,mp5mli,secondarysight
PW5A3,SMG,Barrel,Basic Barrel,yes,yes,mp5mli,basicbarrel
PW5A3,SMG,Barrel,Extended Barrel,,yes,mp5mli,extendedbarrel
PW5A3,SMG,Barrel,Treated Barrel,,yes,mp5mli,treatedbarrel
PW5A3,SMG,Muzzle,Btr QD 9 Suppressor,,yes,mp5mli,btrqd9suppressor
PW5A3,SMG,Muzzle,Flash Hider Bttrilug,,yes,mp5mli,flashhiderbttrilug
PW5A3,SMG,Muzzle,Garevmb,,yes,mp5mli,garevmb
PW5A3,SMG,Muzzle,Hkp3-lugmb,,yes,mp5mli,hkp3-lugmb
PW5A3,SMG,Muzzle,Hkp Comp 3LUG,,yes,mp5mli,hkpcomp3lug
PW5A3,SMG,Muzzle,Kvpmachtriluglinear Comp,,yes,mp5mli,kvpmachtriluglinearcomp
PW5A3,SMG,Muzzle,Lunar45 Suppressor,,yes,mp5mli,lunar45suppressor
PW5A3,SMG,Muzzle,Obsidian459mm Suppressor,,yes,mp5mli,obsidian459mmsuppressor
PW5A3,SMG,Muzzle,Saimp5 Suppressor,,,mp5mli,saimp5suppressor
PW5A3,SMG,Muzzle,Wyssen,,yes,mp5mli,wyssen
PW5A3,SMG,Magazine,Compact Magazine I,,,mp5mli,compact1
PW5A3,SMG,Magazine,Extended Magazine I,,,mp5mli,extended1
PW5A3,SMG,Magazine,30rnd Fast Mag,,yes,mp5mli,fast
PW5A3,SMG,Magazine,20rnd Magazine,yes,yes,mp5mli,regular
PW5A3,SMG,Ammo,Synthetic Tip,,,mp5mli,ballistictip
PW5A3,SMG,Ammo,FMJ,yes,,mp5mli,fmj
PW5A3,SMG,Ammo,Frangible,,,mp5mli,frangible
PW5A3,SMG,Ammo,Hollow Point,,,mp5mli,hollowpoint
PW5A3,SMG,Ammo,Tungsten Core,,,mp5mli,tungsten
PW5A3,SMG,Bottom Rail,6H64 Vertical,,yes,mp5mli,6ch64_vertical
PW5A3,SMG,Bottom Rail,Bcm Stubby,,yes,mp5mli,bcm_stubby
PW5A3,SMG,Bottom Rail,Bottom Rail,,,mp5mli,bottom_rail
PW5A3,SMG,Bottom Rail,Evo Handstop,,yes,mp5mli,evo_handstop
PW5A3,SMG,Bottom Rail,Fab Tfs,,yes,mp5mli,fab_tfs
PW5A3,SMG,Bottom Rail,Kac Vertical Grip,,yes,mp5mli,kac_vertical_grip
PW5A3,SMG,Bottom Rail,Lwrci Vfg,,yes,mp5mli,lwrci_vfg
PW5A3,SMG,Bottom Rail,Magpul Afg Pdw,,yes,mp5mli,magpul_afg_pdw
PW5A3,SMG,Bottom Rail,Magpul Mvg,,yes,mp5mli,magpul_mvg
PW5A3,SMG,Bottom Rail,Msbs A2 Grip,,yes,mp5mli,msbs_a2_grip
PW5A3,SMG,Bottom Rail,Tango Stubby,,yes,mp5mli,tango_stubby
PW5A3,SMG,Bottom Rail,Tangodown Vertical,,yes,mp5mli,tangodown_vertical
PW5A3,SMG,Bottom Rail,Zenitco RK1,,yes,mp5mli,zenitco_rk1
PW5A3,SMG,Left Rail,Modulemk3,,yes,mp5mli,modulemk3
PW5A3,SMG,Left Rail,Sf300,,,mp5mli,sf300
PW5A3,SMG,Left Rail,Tl Missionlight,,yes,mp5mli,tl_missionlight
PW5A3,SMG,Right Rail,Anpeq16b,,yes,mp5mli,anpeq16b
PW5A3,SMG,Right Rail,Dbal-a3,,yes,mp5mli,dbal-a3
PW5A3,SMG,Right Rail,La-23,,yes,mp5mli,la-23
PW5A3,SMG,Right Rail,Mepro Sting,,yes,mp5mli,mepro_sting
PW5A3,SMG,Right Rail,Perst4,,yes,mp5mli,perst4
PW5A3,SMG,Right Rail,Raidxe,,yes,mp5mli,raidxe
PW5A3,SMG,Right Rail,Right Rail,,,mp5mli,rightrail
PW5A3,SMG,Ergonomic,Burst Fire,,,mp5mli,burstfireenable
PW5A3,SMG,Ergonomic,Ergonomic Grip,,,mp5mli,ergonomic
PW5A3,SMG,Ergonomic,Improved Mag Catch,,,mp5mli,improved_mag_catch
PW5A3,SMG,Ergonomic,Recoil Buffer,,,mp5mli,recoilbuffer
PW7A2,SMG,Scope,A-P2 1.75X,,yes,mp7a2,acrop2
PW7A2,SMG,Scope,PAS 35 3.00X,,yes,mp7a2,anpas35
PW7A2,SMG,Scope,Baker 3.00X,,yes,mp7a2,bravo3
PW7A2,SMG,Scope,BF 2M 2.50X,,,mp7a2,cod2m
PW7A2,SMG,Scope,CCO 2.00X,,yes,mp7a2,compm5b
PW7A2,SMG,Scope,Mini Flex 1.00X,,yes,mp7a2,eflxmini
PW7A2,SMG,Scope,Elcandr,,yes,mp7a2,elcandr
PW7A2,SMG,Scope,LDS 4.50X,,yes,mp7a2,elcanlds
PW7A2,SMG,Scope,Holosundrsth,,yes,mp7a2,holosundrsth
PW7A2,SMG,Scope,Iron Sights,,yes,mp7a2,iron_sights
PW7A2,SMG,Scope,Marchffpshorty,,yes,mp7a2,marchffpshorty
PW7A2,SMG,Scope,RO-M 1.75X,,yes,mp7a2,meprom22
PW7A2,SMG,Scope,Osa-7 1.00X,,yes,mp7a2,opk7
PW7A2,SMG,Scope,Pg350,,yes,mp7a2,pg350
PW7A2,SMG,Scope,R-MR 1.00X,,yes,mp7a2,rmr
PW7A2,SMG,Scope,R4T 2.00X,,yes,mp7a2,romeo4t
PW7A2,SMG,Scope,ROX 1.50X,,yes,mp7a2,romeox
PW7A2,SMG,Scope,Shieldcqs,,yes,mp7a2,shieldcqs
PW7A2,SMG,Scope,Spitfire,,yes,mp7a2,spitfire
PW7A2,SMG,Scope,Steinert536,,yes,mp7a2,steinert536
PW7A2,SMG,Scope,RO-M 1.75X,yes,yes,mp7a2,trijiconmro
PW7A2,SMG,Scope,Trijiconrco,,yes,mp7a2,trijiconrco
PW7A2,SMG,Scope,Trijiconreapir,,yes,mp7a2,trijiconreapir
PW7A2,SMG,Scope,SDO 3.50X,,yes,mp7a2,trijiconsdo
PW7A2,SMG,Scope,RO-S 1.25X,,yes,mp7a2,trijiconsro
PW7A2,SMG,Scope,3VZR 1.75X,,yes,mp7a2,vzor3
PW7A2,SMG,Scope,XPS3,,yes,mp7a2,xps3
PW7A2,SMG,Secondary Sight,Canted Iron Sights,,yes,mp7a2,cantedironsights
PW7A2,SMG,Secondary Sight,Cantedreflex,,yes,mp7a2,cantedreflex
PW7A2,SMG,Secondary Sight,G43 Magnifier,,yes,mp7a2,g43magnifier
PW7A2,SMG,Secondary Sight,Offsetreddot,,,mp7a2,offsetreddot
PW7A2,SMG,Secondary Sight,Secondarysight,,,mp7a2,secondarysight
PW7A2,SMG,Barrel,Basic Barrel,yes,yes,mp7a2,basicbarrel
PW7A2,SMG,Barrel,Heavy Barrel,,yes,mp7a2,heavybarrel
PW7A2,SMG,Barrel,Treated Barrel,,yes,mp7a2,treatedbarrel
PW7A2,SMG,Muzzle,A-tecmp7 Suppressor,,yes,mp7a2,a-tecmp7suppressor
PW7A2,SMG,Muzzle,Aseultrasseriessl4i Suppressor,,yes,mp7a2,aseultrasseriessl4isuppressor
PW7A2,SMG,Muzzle,Comp Actstreamer,,yes,mp7a2,compactstreamer
PW7A2,SMG,Muzzle,Flash Hider Mp7a2,yes,,mp7a2,flashhidermp7a2
PW7A2,SMG,Muzzle,Linear Comp,,yes,mp7a2,kvpmachlinearcomp
PW7A2,SMG,Muzzle,Rotexiimp7 Suppressor,,yes,mp7a2,rotexiimp7suppressor
PW7A2,SMG,Muzzle,Rsmicrotactical,,yes,mp7a2,rsmicrotactical
PW7A2,SMG,Muzzle,Sfwar Comp,,yes,mp7a2,sfwarcomp
PW7A2,SMG,Muzzle,Silentsteelmb,,yes,mp7a2,silentsteelmb
PW7A2,SMG,Muzzle,Socommb,,yes,mp7a2,socommb
PW7A2,SMG,Magazine,Compact Magazine I,,,mp7a2,compact1
PW7A2,SMG,Magazine,Extended Magazine I,,,mp7a2,extended1
PW7A2,SMG,Magazine,Fast Mag,,yes,mp7a2,fast
PW7A2,SMG,Magazine,Standard Magazine,yes,,mp7a2,regular
PW7A2,SMG,Ammo,Synthetic Tip,,,mp7a2,ballistictip
PW7A2,SMG,Ammo,FMJ,yes,,mp7a2,fmj
PW7A2,SMG,Ammo,Frangible,,,mp7a2,frangible
PW7A2,SMG,Ammo,Hollow Point,,,mp7a2,hollowpoint
PW7A2,SMG,Ammo,Tungsten Core,,,mp7a2,tungsten
PW7A2,SMG,Bottom Rail,6H64 Vertical,,yes,mp7a2,6ch64_vertical
PW7A2,SMG,Bottom Rail,Bcm Stubby,,yes,mp7a2,bcm_stubby
PW7A2,SMG,Bottom Rail,Evo Handstop,,yes,mp7a2,evo_handstop
PW7A2,SMG,Bottom Rail,Fab Tfs,,yes,mp7a2,fab_tfs
PW7A2,SMG,Bottom Rail,Kac Vertical Grip,,yes,mp7a2,kac_vertical_grip
PW7A2,SMG,Bottom Rail,Lwrci Vfg,,yes,mp7a2,lwrci_vfg
PW7A2,SMG,Bottom Rail,Magpul Afg Pdw,,yes,mp7a2,magpul_afg_pdw
PW7A2,SMG,Bottom Rail,Magpul Mvg,,yes,mp7a2,magpul_mvg
PW7A2,SMG,Bottom Rail,Msbs A2 Grip,,yes,mp7a2,msbs_a2_grip
PW7A2,SMG,Bottom Rail,Tango Stubby,,yes,mp7a2,tango_stubby
PW7A2,SMG,Bottom Rail,Tangodown Vertical,,yes,mp7a2,tangodown_vertical
PW7A2,SMG,Bottom Rail,Zenitco RK1,,yes,mp7a2,zenitco_rk1
PW7A2,SMG,Top Rail,Top Rail,,,mp7a2,toprail
PW7A2,SMG,Left Rail,Modulemk3,,yes,mp7a2,modulemk3
PW7A2,SMG,Left Rail,Sf300,,,mp7a2,sf300
PW7A2,SMG,Left Rail,Tl Missionlight,,yes,mp7a2,tl_missionlight
PW7A2,SMG,Right Rail,Anpeq16b,,yes,mp7a2,anpeq16b
PW7A2,SMG,Right Rail,Dbal-a3,,yes,mp7a2,dbal-a3
PW7A2,SMG,Right Rail,La-23,,yes,mp7a2,la-23
PW7A2,SMG,Right Rail,Mepro Sting,,yes,mp7a2,mepro_sting
PW7A2,SMG,Right Rail,Perst4,,yes,mp7a2,perst4
PW7A2,SMG,Right Rail,Raidxe,,yes,mp7a2,raidxe
PW7A2,SMG,Right Rail,Right Rail,,,mp7a2,rightrail
PW7A2,SMG,Ergonomic,Improved Mag Catch,,yes,mp7a2,improved_mag_catch
SGX,SMG,Scope,A-P2 1.75X,,yes,mpx,acrop2
SGX,SMG,Scope,PAS 35 3.00X,,yes,mpx,anpas35
SGX,SMG,Scope,Baker 3.00X,,yes,mpx,bravo3
SGX,SMG,Scope,BF 2M 2.50X,,,mpx,cod2m
SGX,SMG,Scope,CCO 2.00X,,yes,mpx,compm5b
SGX,SMG,Scope,Mini Flex 1.00X,,yes,mpx,eflxmini
SGX,SMG,Scope,Elcandr,,yes,mpx,elcandr
SGX,SMG,Scope,LDS 4.50X,,yes,mpx,elcanlds
SGX,SMG,Scope,Holosundrsth,,yes,mpx,holosundrsth
SGX,SMG,Scope,Iron Sights,,yes,mpx,iron_sights
SGX,SMG,Scope,Marchffpshorty,,yes,mpx,marchffpshorty
SGX,SMG,Scope,RO-M 1.75X,,yes,mpx,meprom22
SGX,SMG,Scope,Osa-7 1.00X,,yes,mpx,opk7
SGX,SMG,Scope,Pg350,,yes,mpx,pg350
SGX,SMG,Scope,R-MR 1.00X,,yes,mpx,rmr
SGX,SMG,Scope,R4T 2.00X,,yes,mpx,romeo4t
SGX,SMG,Scope,ROX 1.50X,yes,yes,mpx,romeox
SGX,SMG,Scope,Shieldcqs,,yes,mpx,shieldcqs
SGX,SMG,Scope,Spitfire,,yes,mpx,spitfire
SGX,SMG,Scope,Steinert536,,yes,mpx,steinert536
SGX,SMG,Scope,RO-M 1.75X,,yes,mpx,trijiconmro
SGX,SMG,Scope,Trijiconrco,,yes,mpx,trijiconrco
SGX,SMG,Scope,Trijiconreapir,,yes,mpx,trijiconreapir
SGX,SMG,Scope,SDO 3.50X,,yes,mpx,trijiconsdo
SGX,SMG,Scope,RO-S 1.25X,,yes,mpx,trijiconsro
SGX,SMG,Scope,3VZR 1.75X,,yes,mpx,vzor3
SGX,SMG,Scope,XPS3,,yes,mpx,xps3
SGX,SMG,Secondary Sight,Canted Iron Sights,,yes,mpx,cantedironsights
SGX,SMG,Secondary Sight,Cantedreflex,,yes,mpx,cantedreflex
SGX,SMG,Secondary Sight,G43 Magnifier,,yes,mpx,g43magnifier
SGX,SMG,Secondary Sight,Offsetreddot,,,mpx,offsetreddot
SGX,SMG,Secondary Sight,Secondarysight,,,mpx,secondarysight
SGX,SMG,Barrel,Basic Barrel,yes,yes,mpx,basicbarrel
SGX,SMG,Barrel,Extended Barrel,,,mpx,extended_barrel
SGX,SMG,Barrel,Fluted Barrel,,yes,mpx,fluted_barrel
SGX,SMG,Barrel,Short Barrel,,yes,mpx,short_barrel
SGX,SMG,Muzzle,Comp Act Streamer,,yes,mpx,compact_streamer
SGX,SMG,Muzzle,Flash Hider Mpx,yes,,mpx,flashhidermpx
SGX,SMG,Muzzle,Linear Comp,,yes,mpx,kvpmachlinearcomp
SGX,SMG,Muzzle,Lantacdragonmb,,yes,mpx,lantacdragonmb
SGX,SMG,Muzzle,Osprey2 Suppressor,,yes,mpx,osprey2_suppressor
SGX,SMG,Muzzle,Qcherrybomb,,yes,mpx,qcherrybomb
SGX,SMG,Muzzle,Rsmicrotactical,,yes,mpx,rsmicrotactical
SGX,SMG,Muzzle,Saicobra Suppressor,,yes,mpx,saicobrasuppressor
SGX,SMG,Muzzle,Silentsteel Mb,,yes,mpx,silentsteel_mb
SGX,SMG,Muzzle,SRD9 Suppressor,,yes,mpx,srd9_suppressor
SGX,SMG,Magazine,Extended Magazine I,,,mpx,extended1
SGX,SMG,Magazine,Extended Magazine II,,,mpx,extended2
SGX,SMG,Magazine,Fast Mag,,,mpx,fast
SGX,SMG,Magazine,Standard Magazine,yes,yes,mpx,regular
SGX,SMG,Ammo,FMJ,yes,,mpx,fmj
SGX,SMG,Ammo,Frangible,,,mpx,frangible
SGX,SMG,Ammo,Hollow Point,,,mpx,hollowpoint
SGX,SMG,Ammo,Tungsten Core,,,mpx,tungsten
SGX,SMG,Bottom Rail,6H64 Vertical,,yes,mpx,6ch64_vertical
SGX,SMG,Bottom Rail,Bcm Stubby,,yes,mpx,bcm_stubby
SGX,SMG,Bottom Rail,Bottom Rail,,,mpx,bottom_rail
SGX,SMG,Bottom Rail,Evo Handstop,,yes,mpx,evo_handstop
SGX,SMG,Bottom Rail,Fab Tfs,,yes,mpx,fab_tfs
SGX,SMG,Bottom Rail,Kac Vertical Grip,,yes,mpx,kac_vertical_grip
SGX,SMG,Bottom Rail,Lwrci Vfg,,yes,mpx,lwrci_vfg
SGX,SMG,Bottom Rail,Magpul Afg Pdw,,yes,mpx,magpul_afg_pdw
SGX,SMG,Bottom Rail,Magpul Mvg,,yes,mpx,magpul_mvg
SGX,SMG,Bottom Rail,Msbs A2 Grip,,yes,mpx,msbs_a2_grip
SGX,SMG,Bottom Rail,Tango Stubby,yes,yes,mpx,tango_stubby
SGX,SMG,Bottom Rail,Tangodown Vertical,,yes,mpx,tangodown_vertical
SGX,SMG,Bottom Rail,Zenitco RK1,,yes,mpx,zenitco_rk1
SGX,SMG,Top Rail,Anpeq16b,,yes,mpx,anpeq16b
SGX,SMG,Top Rail,Dbal-a3,,yes,mpx,dbal-a3
SGX,SMG,Top Rail,La-23,,yes,mpx,la-23
SGX,SMG,Top Rail,Mepro Sting,,yes,mpx,mepro_sting
SGX,SMG,Top Rail,Perst4,,yes,mpx,perst4
SGX,SMG,Top Rail,Raidxe,,yes,mpx,raidxe
SGX,SMG,Right Rail,Modulemk3,,yes,mpx,modulemk3
SGX,SMG,Right Rail,Sf300,,,mpx,sf300
SGX,SMG,Right Rail,Tl Missionlight,yes,yes,mpx,tl_missionlight
SGX,SMG,Ergonomic,Ergonomic Grip,,,mpx,ergonomic
SGX,SMG,Ergonomic,Recoil Buffer,,,mpx,recoilbuffer
USG 90,SMG,Scope,A-P2 1.75X,,yes,p90,acrop2
USG 90,SMG,Scope,PAS 35 3.00X,,yes,p90,anpas35
USG 90,SMG,Scope,Baker 3.00X,,yes,p90,bravo3
USG 90,SMG,Scope,BF 2M 2.50X,,,p90,cod2m
USG 90,SMG,Scope,CCO 2.00X,,yes,p90,compm5b
USG 90,SMG,Scope,Mini Flex 1.00X,,yes,p90,eflxmini
USG 90,SMG,Scope,Elcandr,,yes,p90,elcandr
USG 90,SMG,Scope,LDS 4.50X,,yes,p90,elcanlds
